site_id,region,water_source,pH,turbidity_ntu,dissolved_oxygen_mgL,nitrates_mgL,ec_uscm,sampling_date,ph_category,tb_category,dissolved_oxygen,nitrates,electric_cond,Water_Status,source_type
W0331,Manicaland,Umzingwane Dam,6.0,62.54,11.56,20.45,81.94,2025-11-27,acidic,unsafe,very Good,unsafe,Low (fresh),UNSAFE,Dam
W0332,Masvingo,Mazowe River,7.29,11.3,3.33,5.01,895.72,2025-11-28,neutral,normal,Low (poor),normal(acceptable),normal(acceptable),UNSAFE,River
W0333,Midlands,Save River,6.5,66.14,3.02,19.66,1271.23,2025-11-29,neutral,unsafe,Low (poor),unsafe,unsafe,UNSAFE,River
W0334,Masvingo,Gweru Borehole,7.5,15.51,8.59,29.75,846.02,2025-11-30,neutral,normal,normal(healthy),unsafe,normal(acceptable),UNSAFE,Borehole
W0335,Midlands,Harare Borehole,6.1,61.35,11.43,2.18,367.95,2025-12-01,acidic,unsafe,very Good,Low (safe),normal(acceptable),UNSAFE,Borehole
W0336,Mashonaland Central,Harare Borehole,8.61,89.34,10.09,2.31,98.82,2025-12-02,basic,unsafe,very Good,Low (safe),Low (fresh),UNSAFE,Borehole
W0337,Bulawayo,Tugwi-Mukosi Dam,8.63,87.33,2.76,10.21,361.21,2025-12-03,basic,unsafe,Low (poor),unsafe,normal(acceptable),UNSAFE,Dam
W0338,Matabeleland South,Bulawayo Borehole,9.03,99.73,4.79,25.99,653.38,2025-12-04,basic,unsafe,Low (poor),unsafe,normal(acceptable),UNSAFE,Borehole
W0339,Matabeleland North,Gwayi River,6.07,15.19,11.3,6.47,1151.44,2025-12-05,acidic,normal,very Good,normal(acceptable),unsafe,UNSAFE,River
W0340,Midlands,Bulawayo Borehole,7.81,98.17,4.53,10.81,322.37,2025-12-06,basic,unsafe,Low (poor),unsafe,normal(acceptable),UNSAFE,Borehole
W0341,Masvingo,Gwayi River,7.25,47.51,9.81,2.06,1093.7,2025-12-07,neutral,normal,very Good,Low (safe),unsafe,UNSAFE,River
W0342,Matabeleland South,Bulawayo Borehole,6.77,60.46,10.25,22.89,1307.05,2025-12-08,neutral,unsafe,very Good,unsafe,unsafe,UNSAFE,Borehole
W0343,Mashonaland East,Gweru Borehole,6.8,128.84,6.95,12.25,708.22,2025-12-09,neutral,unsafe,normal(healthy),unsafe,normal(acceptable),UNSAFE,Borehole
W0344,Mashonaland East,Save River,7.03,2.35,5.86,22.78,1241.08,2025-12-10,neutral,Low Clear,normal(healthy),unsafe,unsafe,UNSAFE,River
W0345,Harare,Save River,8.11,88.67,6.5,27.11,854.25,2025-12-11,basic,unsafe,normal(healthy),unsafe,normal(acceptable),UNSAFE,River
W0346,Matabeleland North,Mazowe River,7.71,90.21,4.27,6.98,973.78,2025-12-12,basic,unsafe,Low (poor),normal(acceptable),normal(acceptable),UNSAFE,River
W0347,Mashonaland Central,Mutare Borehole,7.2,60.1,10.89,24.22,813.1,2025-12-13,neutral,unsafe,very Good,unsafe,normal(acceptable),UNSAFE,Borehole
W0348,Masvingo,Save River,5.78,36.32,6.51,1.77,721.6,2025-12-14,acidic,normal,normal(healthy),Low (safe),normal(acceptable),UNSAFE,River
W0349,Bulawayo,Save River,5.79,35.97,10.82,26.97,390.25,2025-12-15,acidic,normal,very Good,unsafe,normal(acceptable),UNSAFE,River
W0350,Bulawayo,Umzingwane Dam,5.51,132.67,3.06,19.52,489.63,2025-12-16,acidic,unsafe,Low (poor),unsafe,normal(acceptable),UNSAFE,Dam
W0351,Masvingo,Umzingwane Dam,9.08,66.86,11.88,26.23,470.46,2025-12-17,basic,unsafe,very Good,unsafe,normal(acceptable),UNSAFE,Dam
W0352,Manicaland,Mazowe River,5.52,50.3,6.43,0.01,866.77,2025-12-18,acidic,unsafe,normal(healthy),Low (safe),normal(acceptable),UNSAFE,River
W0353,Mashonaland Central,Mutare Borehole,5.88,67.87,2.48,5.07,223.93,2025-12-19,acidic,unsafe,Low (poor),normal(acceptable),Low (fresh),UNSAFE,Borehole
W0354,Matabeleland South,Tugwi-Mukosi Dam,6.66,100.74,2.38,11.69,1379.35,2025-12-20,neutral,unsafe,Low (poor),unsafe,unsafe,UNSAFE,Dam
W0355,Midlands,Umzingwane Dam,8.49,22.72,9.46,11.39,1094.95,2025-12-21,basic,normal,very Good,unsafe,unsafe,UNSAFE,Dam
W0356,Manicaland,Tugwi-Mukosi Dam,9.06,67.97,8.59,6.8,632.1,2025-12-22,basic,unsafe,normal(healthy),normal(acceptable),normal(acceptable),UNSAFE,Dam
W0357,Midlands,Manyame River,8.42,88.59,10.02,11.45,280.01,2025-12-23,basic,unsafe,very Good,unsafe,Low (fresh),UNSAFE,River
W0358,Midlands,Umzingwane Dam,8.06,142.34,3.05,3.87,1328.89,2025-12-24,basic,unsafe,Low (poor),normal(acceptable),unsafe,UNSAFE,Dam
W0359,Manicaland,Gweru Borehole,7.43,38.63,2.36,12.38,1244.48,2025-12-25,neutral,normal,Low (poor),unsafe,unsafe,UNSAFE,Borehole
W0360,Harare,Mutare Borehole,5.82,54.53,7.09,24.07,1096.5,2025-12-26,acidic,unsafe,normal(healthy),unsafe,unsafe,UNSAFE,Borehole
W0361,Mashonaland East,Mazowe River,9.05,57.52,5.88,14.37,443.74,2025-12-27,basic,unsafe,normal(healthy),unsafe,normal(acceptable),UNSAFE,River
W0362,Midlands,Manyame River,8.31,91.23,6.62,0.54,633.55,2025-12-28,basic,unsafe,normal(healthy),Low (safe),normal(acceptable),UNSAFE,River
W0363,Manicaland,Mutare Borehole,7.86,54.15,11.92,12.64,198.98,2025-12-29,basic,unsafe,very Good,unsafe,Low (fresh),UNSAFE,Borehole
W0364,Manicaland,Gweru Borehole,8.31,80.49,11.71,0.82,324.11,2025-12-30,basic,unsafe,very Good,Low (safe),normal(acceptable),UNSAFE,Borehole
W0365,Mashonaland West,Mutare Borehole,8.18,117.49,11.42,28.99,1185.37,2025-12-31,basic,unsafe,very Good,unsafe,unsafe,UNSAFE,Borehole
W0366,Harare,Gweru Borehole,7.86,106.1,9.84,3.82,1086.81,2026-01-01,basic,unsafe,very Good,normal(acceptable),unsafe,UNSAFE,Borehole
W0367,Matabeleland North,Gweru Borehole,9.13,67.51,5.55,21.23,910.55,2026-01-02,basic,unsafe,normal(healthy),unsafe,normal(acceptable),UNSAFE,Borehole
W0368,Mashonaland West,Tugwi-Mukosi Dam,8.84,129.77,6.12,29.18,1348.8,2026-01-03,basic,unsafe,normal(healthy),unsafe,unsafe,UNSAFE,Dam
W0369,Mashonaland West,Bulawayo Borehole,7.89,84.16,7.5,24.78,895.74,2026-01-04,basic,unsafe,normal(healthy),unsafe,normal(acceptable),UNSAFE,Borehole
W0370,Masvingo,Manyame River,8.06,81.45,10.31,20.98,727.1,2026-01-05,basic,unsafe,very Good,unsafe,normal(acceptable),UNSAFE,River
W0371,Mashonaland East,Mutare Borehole,5.69,6.09,2.69,25.18,543.54,2026-01-06,acidic,normal,Low (poor),unsafe,normal(acceptable),UNSAFE,Borehole
W0372,Manicaland,Gwayi River,7.98,148.02,6.24,29.45,1413.65,2026-01-07,basic,unsafe,normal(healthy),unsafe,unsafe,UNSAFE,River
W0373,Mashonaland East,Manyame River,5.66,19.32,2.83,18.64,169.94,2026-01-08,acidic,normal,Low (poor),unsafe,Low (fresh),UNSAFE,River
W0374,Mashonaland Central,Bulawayo Borehole,7.68,35.44,7.15,16.78,1399.79,2026-01-09,basic,normal,normal(healthy),unsafe,unsafe,UNSAFE,Borehole
W0375,Masvingo,Manyame River,9.2,8.7,10.99,18.85,1248.74,2026-01-10,basic,normal,very Good,unsafe,unsafe,UNSAFE,River
W0376,Matabeleland North,Save River,7.56,96.36,9.82,15.98,238.4,2026-01-11,basic,unsafe,very Good,unsafe,Low (fresh),UNSAFE,River
W0377,Mashonaland East,Gwayi River,7.25,34.48,4.28,19.05,869.23,2026-01-12,neutral,normal,Low (poor),unsafe,normal(acceptable),UNSAFE,River
W0378,Bulawayo,Bulawayo Borehole,6.66,27.82,11.76,13.5,1306.49,2026-01-13,neutral,normal,very Good,unsafe,unsafe,UNSAFE,Borehole
W0379,Midlands,Tugwi-Mukosi Dam,5.95,14.19,8.67,6.55,879.12,2026-01-14,acidic,normal,normal(healthy),normal(acceptable),normal(acceptable),UNSAFE,Dam
W0380,Mashonaland Central,Mutare Borehole,8.2,16.39,2.1,3.61,1365.44,2026-01-15,basic,normal,Low (poor),normal(acceptable),unsafe,UNSAFE,Borehole
W0381,Harare,Harare Borehole,6.21,88.12,4.55,2.05,1417.33,2026-01-16,acidic,unsafe,Low (poor),Low (safe),unsafe,UNSAFE,Borehole
W0382,Matabeleland North,Bulawayo Borehole,5.93,103.54,4.61,7.9,662.46,2026-01-17,acidic,unsafe,Low (poor),normal(acceptable),normal(acceptable),UNSAFE,Borehole
W0383,Mashonaland Central,Mazowe River,7.06,60.21,2.69,1.38,597.1,2026-01-18,neutral,unsafe,Low (poor),Low (safe),normal(acceptable),UNSAFE,River
W0384,Midlands,Mutare Borehole,8.44,72.5,11.6,17.02,1407.67,2026-01-19,basic,unsafe,very Good,unsafe,unsafe,UNSAFE,Borehole
W0385,Masvingo,Bulawayo Borehole,8.26,103.21,6.78,8.51,1028.95,2026-01-20,basic,unsafe,normal(healthy),normal(acceptable),unsafe,UNSAFE,Borehole
W0386,Midlands,Save River,5.7,3.59,10.96,24.74,218.23,2026-01-21,acidic,Low Clear,very Good,unsafe,Low (fresh),UNSAFE,River
W0387,Mashonaland West,Harare Borehole,7.18,49.15,5.22,2.23,111.32,2026-01-22,neutral,normal,normal(healthy),Low (safe),Low (fresh),SAFE,Borehole
W0388,Midlands,Save River,7.43,145.99,3.25,6.79,868.71,2026-01-23,neutral,unsafe,Low (poor),normal(acceptable),normal(acceptable),UNSAFE,River
W0389,Mashonaland West,Harare Borehole,7.88,87.44,6.74,21.91,1398.75,2026-01-24,basic,unsafe,normal(healthy),unsafe,unsafe,UNSAFE,Borehole
W0390,Masvingo,Mazowe River,7.91,38.88,3.14,17.96,1274.16,2026-01-25,basic,normal,Low (poor),unsafe,unsafe,UNSAFE,River
W0391,Matabeleland South,Mutare Borehole,6.85,78.74,6.86,1.93,1029.98,2026-01-26,neutral,unsafe,normal(healthy),Low (safe),unsafe,UNSAFE,Borehole
W0392,Mashonaland West,Tugwi-Mukosi Dam,7.57,52.06,11.2,26.32,251.72,2026-01-27,basic,unsafe,very Good,unsafe,Low (fresh),UNSAFE,Dam
W0393,Harare,Save River,7.28,80.3,7.21,26.32,418.64,2026-01-28,neutral,unsafe,normal(healthy),unsafe,normal(acceptable),UNSAFE,River
W0394,Midlands,Save River,8.77,19.74,8.16,9.91,1319.49,2026-01-29,basic,normal,normal(healthy),normal(acceptable),unsafe,UNSAFE,River
W0395,Midlands,Gweru Borehole,7.46,20.77,3.57,10.21,315.07,2026-01-30,neutral,normal,Low (poor),unsafe,normal(acceptable),UNSAFE,Borehole
W0396,Harare,Harare Borehole,7.13,22.39,2.44,29.67,453.74,2026-01-31,neutral,normal,Low (poor),unsafe,normal(acceptable),UNSAFE,Borehole
W0397,Bulawayo,Umzingwane Dam,7.0,141.03,3.11,18.79,237.92,2026-02-01,neutral,unsafe,Low (poor),unsafe,Low (fresh),UNSAFE,Dam
W0398,Manicaland,Mutare Borehole,7.62,110.2,7.99,15.94,1030.36,2026-02-02,basic,unsafe,normal(healthy),unsafe,unsafe,UNSAFE,Borehole
W0399,Matabeleland South,Harare Borehole,8.47,25.19,2.95,25.14,1418.77,2026-02-03,basic,normal,Low (poor),unsafe,unsafe,UNSAFE,Borehole
W0400,Matabeleland North,Gweru Borehole,7.49,29.06,5.76,8.56,440.0,2026-02-04,neutral,normal,normal(healthy),normal(acceptable),normal(acceptable),SAFE,Borehole
